nurse_id,first_name,last_name,birth_date,gender,contact,position,department_id,hire_date
NUR-857489,Erin,Smith,1963-10-16,F,025-696-1830,Midwife,DEP-009,2007-02-08
NUR-857958,Julie,Sellers,1986-01-27,F,994.123.2861,Med-Surgical,DEP-004,2006-08-13
NUR-858296,Jocelyn,Beard,1977-08-15,F,001-744-107-7665,Nurse Informaticist,DEP-020,2018-06-25
NUR-858932,Amber,Miles,1974-03-14,F,520-814-5816x0792,ER,DEP-001,2020-09-02
NUR-858983,Pamela,Blanchard,1995-05-04,F,(171)064-7799x05482,Midwife,DEP-009,2016-09-12
NUR-859138,Catherine,Martinez,1995-09-21,F,5959247060,Nurse Administrator,DEP-005,2009-11-09
NUR-859156,Annette,Jackson,1977-05-20,F,(571)081-7543x966,CRNA,DEP-002,2013-09-11
NUR-859701,Erin,Jones,2000-11-26,F,(896)196-6140x0165,RN,DEP-009,2024-09-25
NUR-860507,Adriana,Williams,1987-09-26,F,(579)840-1210,Nurse Administrator,DEP-006,2024-10-17
NUR-860562,Michael,Weaver,1982-07-14,M,387-468-1293,CRNA,DEP-018,2017-02-18
NUR-862202,Melanie,Boyd,1973-02-23,F,785.167.1345x94505,ER,DEP-001,2000-05-10
NUR-863479,Jessica,Williams,1981-04-27,F,001-147-311-6302x967,ER,DEP-001,2009-10-15
NUR-870439,Mary,Burton,2002-11-05,F,001-251-486-1338x554,Midwife,DEP-009,2004-08-14
NUR-871418,Kristen,Hoover,2000-01-11,F,432.106.5774x2543,RN,DEP-012,2025-01-19
NUR-872118,Mary,Mcconnell,2002-08-01,F,622-595-2942,Oncology Nurse,DEP-010,2017-02-25
NUR-873178,Brittany,Nguyen,1991-04-09,F,+1-874-196-9991x3522,Nurse Educator,DEP-017,2019-04-30
NUR-875875,Nicole,Goodman,2000-07-02,F,282-323-2203,ER,DEP-001,2017-02-26
NUR-877767,Samantha,Fritz,1974-04-13,F,001-411-129-1358x423,Nurse Practitioner,DEP-014,2012-09-12
NUR-879844,Martha,Rodriguez,1974-10-08,F,329-238-4228,ER,DEP-001,2004-07-07
NUR-880291,Veronica,Lee,1981-03-05,F,017.408.4784,Midwife,DEP-009,2013-06-22
NUR-881563,Erica,Hobbs,1969-01-06,F,(489)101-4663x8740,RN,DEP-009,2025-11-10
NUR-882163,Lisa,Nolan,1974-12-27,F,273.141.2489,Nurse Administrator,DEP-002,2019-06-10
NUR-882750,Timothy,Houston,2000-05-25,M,+1-925-335-0006x4424,ER,DEP-001,2019-09-12
NUR-884664,Anne,Flores,1980-01-19,F,227.393.8489x830,Nurse Administrator,DEP-020,2005-07-07
NUR-886338,Bradley,Herrera,1981-04-06,M,(092)494-1157x86850,Nurse Administrator,DEP-007,2020-11-15
NUR-888342,Marisa,Hughes,1993-02-24,F,765.335.3529,Midwife,DEP-009,2004-08-25
NUR-889225,Makayla,Smith,2002-05-13,F,(346)678-2726x287,Nurse Administrator,DEP-019,2015-03-21
NUR-890427,Paul,Lewis,1971-06-27,M,510.409.3485x14276,Oncology Nurse,DEP-010,2001-06-12
NUR-891003,Brianna,Scott,1967-08-23,F,+1-409-137-4974x7250,RN,DEP-016,2016-11-20
NUR-891064,Austin,Parker,2000-02-04,M,177-731-5506,Midwife,DEP-009,2006-08-10
NUR-892353,Roberta,Little,1985-01-15,F,900.626.7731,RN,DEP-016,2002-09-14
NUR-893669,Christina,French,1998-01-30,F,1711786480,Nurse Educator,DEP-018,2019-10-23
NUR-893692,Marissa,Robinson,2001-11-20,F,001-428-277-7173x715,ER,DEP-001,2003-07-02
NUR-897254,Yolanda,Harris,1991-03-23,F,001-564-297-9032x844,RN,DEP-015,2005-07-03
NUR-898120,Tamara,Simpson,1963-03-14,F,+1-830-090-9503x8318,Oncology Nurse,DEP-010,2014-03-24
NUR-900946,Debra,Mclaughlin,1970-03-26,F,(927)733-1218x47622,RN,DEP-019,2017-02-25
NUR-900951,Cheryl,Brown,1976-03-20,F,(401)321-0210x71512,Nurse Administrator,DEP-011,2000-08-20
NUR-901032,Natalie,Moore,1986-09-23,F,(438)069-0155,Nurse Informaticist,DEP-019,2019-12-06
NUR-903237,Jennifer,Black,2004-06-23,F,264-613-2321,Nurse Administrator,DEP-005,2018-01-17
NUR-903458,Ashley,Johnson,1965-01-19,F,142-430-6363x0727,Nurse Informaticist,DEP-013,2005-12-22
NUR-903663,Melissa,West,2002-05-29,F,095.019.3541,Oncology Nurse,DEP-010,2016-08-26
NUR-904868,Melanie,Barnes,1988-08-13,F,789.302.2136x43615,ER,DEP-001,2026-04-20
NUR-905378,Christine,Winters,2001-12-11,F,959-419-2047x0804,Nurse Informaticist,DEP-012,2021-05-21
NUR-905391,Jose,Gonzalez,1969-06-11,M,+1-832-847-7624x4139,Nurse Educator,DEP-016,2008-04-03
NUR-909459,Deborah,Stanton,1969-01-10,F,001-687-687-5563x672,LPN,DEP-013,2017-04-03
NUR-909918,Colin,Watts,1979-10-24,NB,987-580-4000x841,Oncology Nurse,DEP-010,2003-06-07
NUR-910217,Haley,Faulkner,1965-01-18,F,+1-400-348-0036,Nurse Educator,DEP-017,2001-01-18
NUR-911397,Kristine,Lopez,1984-05-08,F,(553)232-2022,Oncology Nurse,DEP-010,2019-12-09
NUR-912511,Jennifer,Wu,1961-10-26,F,001-935-142-1603x915,CRNA,DEP-020,2005-06-15
NUR-914050,Anna,Shepherd,1996-02-04,F,1548814019,Midwife,DEP-009,2023-03-23
NUR-914937,Lori,Beltran,1997-03-01,F,943.453.5127x25129,Midwife,DEP-009,2004-05-14
NUR-916315,Mary,Gamble,1999-06-09,F,(587)092-9060x18723,Nurse Administrator,DEP-019,2017-06-15
NUR-916765,Dana,Alexander,1961-05-30,F,216.010.3314x005,ER,DEP-001,2013-04-26
NUR-918326,Donna,Munoz,1998-04-05,F,(107)030-3789x7171,Nurse Administrator,DEP-010,2014-12-20
NUR-919772,Lauren,Bowers,1964-02-12,F,(860)557-7610,RN,DEP-011,2015-02-06
NUR-919894,Rebecca,Rhodes,1987-03-31,F,(046)108-4212,Nurse Administrator,DEP-017,2024-09-28
NUR-920145,Christopher,Bell,1972-05-21,NB,(145)925-3620,Nurse Practitioner,DEP-003,2020-02-28
NUR-920863,Carrie,Horton,1982-01-03,F,(346)157-8854x367,Nurse Educator,DEP-009,2002-06-14
NUR-921048,Nicole,Robinson,1994-05-07,F,141-780-7391x363,RN,DEP-016,2001-02-07
NUR-925601,Jon,Petersen,1968-09-14,NB,971.895.2783,Med-Surgical,DEP-001,2023-04-26
NUR-926624,Monica,Shaw,1992-05-15,F,545-052-9651,Nurse Informaticist,DEP-008,2019-06-19
NUR-926786,Jessica,Cain,1991-02-23,F,+1-271-515-0943x885,Med-Surgical,DEP-004,2018-11-04
NUR-929014,Angela,Todd,1996-10-02,F,001-904-080-8149,Midwife,DEP-009,2005-09-16
NUR-929579,Tina,Perry,1983-12-25,F,865-086-6041x616,CRNA,DEP-002,2014-03-20
NUR-929638,Michael,Reeves,1982-06-23,M,018-979-5035,Nurse Practitioner,DEP-008,2001-04-19
NUR-930173,Carol,Rangel,1962-02-09,F,456.638.9742x70998,Oncology Nurse,DEP-010,2013-03-01
NUR-931056,Brenda,Wilson,1994-01-21,F,001-850-336-0048x761,LPN,DEP-014,2022-03-19
NUR-931497,Angela,French,1986-01-22,F,718-428-0489,ER,DEP-001,2010-05-10
NUR-932067,Charlotte,Flores,1987-09-30,NB,653.078.8656x515,Nurse Administrator,DEP-020,2021-10-24
NUR-932719,Michael,Sims,1968-08-01,M,001-024-376-0607x394,Oncology Nurse,DEP-010,2006-08-20
NUR-932972,Maria,Green,1961-07-27,F,(762)211-7588x100,ER,DEP-001,2011-12-17
NUR-933568,David,Wells,1996-01-16,M,(086)432-2343x6961,Midwife,DEP-009,2001-10-10
NUR-934300,Kathleen,Ross,1980-06-10,F,875.014.7306,Nurse Informaticist,DEP-004,2003-11-07
NUR-935444,Darlene,Stanley,1992-11-03,F,001-712-616-6474x277,Nurse Educator,DEP-002,2010-09-07
NUR-935629,Samantha,Harris,1982-10-21,F,105.558.8492,Nurse Administrator,DEP-020,2019-04-30
NUR-935751,Brenda,Melendez,1960-11-16,F,(768)709-5492x7480,Oncology Nurse,DEP-010,2020-05-11
NUR-937976,Samantha,Sawyer,1970-11-27,F,+1-635-119-9264x314,ER,DEP-001,2009-11-23
NUR-940600,William,Jones,1982-08-03,M,001-160-490-2343x306,CRNA,DEP-001,2001-01-23
NUR-941486,Tina,Kennedy,1994-01-05,F,021-997-6200x55930,Midwife,DEP-009,2006-06-06
NUR-942035,Kathryn,Johnson,1988-11-02,F,(441)350-8685x129,RN,DEP-016,2025-01-06
NUR-943577,Andrea,Lee,1961-02-06,F,001-025-776-0693x834,Nurse Practitioner,DEP-006,2001-08-24
NUR-943613,Linda,Torres,1964-10-10,F,546.291.4253,Nurse Educator,DEP-016,2015-12-04
NUR-944405,Amanda,Bright,1992-06-12,F,(669)601-9199x474,RN,DEP-016,2016-03-18
NUR-946069,Stacey,Nelson,2003-04-29,F,001-927-470-1131x252,Nurse Administrator,DEP-015,2007-12-05
NUR-946975,Beth,Anderson,1969-05-11,F,+1-316-249-7834,LPN,DEP-020,2006-10-11
NUR-948715,Ashley,Mitchell,1980-01-28,F,+1-340-014-4970x469,Med-Surgical,DEP-020,2012-05-21
NUR-949626,Michelle,Snow,1982-07-10,F,(901)721-0343,RN,DEP-017,2002-04-22
NUR-951677,Jesse,Russell,1984-05-28,M,484.642.6785x38667,RN,DEP-009,2013-04-15
NUR-952982,Reginald,Randall,1984-07-17,M,538-511-7367x1084,Nurse Educator,DEP-007,2006-10-03
NUR-953159,Pamela,Santana,1963-08-28,F,328.078.3412,Nurse Practitioner,DEP-018,2004-08-29
NUR-955361,Kathryn,Hartman,1982-03-11,F,528-635-2939x90569,Med-Surgical,DEP-001,2007-04-09
NUR-956609,Karen,Holt,1977-12-05,F,001-218-857-5856,Nurse Administrator,DEP-019,2018-02-10
NUR-958269,Lorraine,Olsen,1970-10-18,F,001-215-771-1413x802,Midwife,DEP-009,2025-04-15
NUR-958495,Crystal,Valdez,1999-12-03,F,001-414-269-9712,CRNA,DEP-002,2013-04-02
NUR-959042,Melissa,Stewart,1996-06-06,F,+1-878-356-3592x826,Nurse Educator,DEP-004,2009-11-11
NUR-960099,Kayla,Wheeler,1994-05-13,F,001-066-866-5899x446,Oncology Nurse,DEP-010,2023-12-21
NUR-960643,Ashley,Conner,1993-05-08,F,(607)136-6927,RN,DEP-005,2012-01-02
NUR-963018,Jessica,Holmes,1998-02-13,F,(687)188-1521x98735,Oncology Nurse,DEP-010,2004-02-29
NUR-965619,Stefanie,Downs,1992-01-17,F,2895009469,Med-Surgical,DEP-020,2013-01-17
NUR-968214,Kevin,Young,1985-05-26,NB,+1-431-428-6846x789,Oncology Nurse,DEP-010,2006-01-14
NUR-968257,Kimberly,Jones,1971-12-16,F,6152596466,Oncology Nurse,DEP-010,2000-07-21
NUR-968682,Jamie,Thompson,1969-10-26,NB,001-195-402-5685x652,ER,DEP-001,2024-01-08
NUR-969042,Cassandra,Wood,1974-02-05,F,266-340-8473,Nurse Practitioner,DEP-011,2011-11-12
NUR-970298,Stephen,Zamora,1973-04-08,M,001-057-226-1724x681,Nurse Educator,DEP-002,2025-12-30
NUR-970463,Melanie,Armstrong,1997-07-04,F,061-448-4085x165,LPN,DEP-010,2003-05-14
NUR-970683,Robert,Yang,1967-07-24,M,674-732-4887x739,Med-Surgical,DEP-002,2015-08-05
NUR-974204,Alexis,Mcgrath,2000-09-16,F,+1-342-510-2547,LPN,DEP-016,2017-08-28
NUR-974369,Laura,Murphy,2001-05-30,F,001-776-635-9095x221,LPN,DEP-015,2000-05-25
NUR-974629,Kristen,Holden,1995-03-30,F,707.348.3448x662,LPN,DEP-005,2020-05-08
NUR-975150,Kristen,Pearson,1997-07-08,F,0513839244,Nurse Educator,DEP-002,2011-05-08
NUR-976857,Stephanie,Abbott,1996-12-26,F,(466)056-1688x306,Nurse Administrator,DEP-020,2008-02-19
NUR-977457,Michelle,Benjamin,1984-01-31,F,653-207-2281x7085,Nurse Administrator,DEP-011,2022-03-03
NUR-980323,Samuel,Guerrero,1962-05-19,NB,502-513-7779,Nurse Informaticist,DEP-005,2012-06-26
NUR-980397,Jennifer,Hughes,1985-01-16,F,(958)974-0533x66850,LPN,DEP-016,2020-05-21
NUR-980913,Jose,Harris,1995-05-30,NB,001-414-769-6609x564,ER,DEP-001,2008-04-09
NUR-980944,Tammy,Morris,1963-06-05,F,001-272-201-9196x116,RN,DEP-008,2013-10-21
NUR-981020,Victoria,Nichols,1989-11-20,F,948-946-6533x6930,Midwife,DEP-009,2017-11-27
NUR-985610,Tracy,King,1986-01-02,F,304.992.3162,RN,DEP-003,2001-02-24
NUR-988434,Evan,Mcpherson,1970-08-13,M,(610)654-9660,Oncology Nurse,DEP-010,2017-11-04
NUR-988579,Michelle,Jones,1995-10-16,F,361-762-6956x9162,Nurse Informaticist,DEP-005,2023-06-20
NUR-988804,Alexandra,Edwards,1978-05-01,F,(285)850-2871x267,Nurse Administrator,DEP-003,2014-03-26
NUR-989459,Tiffany,Black,2002-06-19,F,+1-175-140-3334,CRNA,DEP-001,2002-09-23
NUR-989744,Stephanie,Johnson,1994-08-17,F,+1-245-352-4195x2587,Med-Surgical,DEP-001,2008-04-29
NUR-989990,Kathryn,Griffin,2003-04-21,F,6143673002,Nurse Educator,DEP-013,2004-10-24
NUR-990707,Brandy,Hampton,1991-01-06,F,323.912.5402,Nurse Administrator,DEP-018,2002-11-05
NUR-991905,Mary,Yang,1966-12-13,F,366-809-0065x860,ER,DEP-001,2008-09-10
NUR-992407,Lauren,Hernandez,1987-07-31,F,(461)562-2886x259,CRNA,DEP-002,2012-10-17
NUR-992720,Monica,Peterson,1996-03-17,F,(642)100-4255x5267,ER,DEP-001,2011-03-19
NUR-993888,Michael,Ray,2001-12-18,M,516.631.9870,Nurse Administrator,DEP-010,2022-07-08
NUR-994986,Jennifer,Hawkins,1963-03-14,F,+1-076-399-9162,Nurse Administrator,DEP-015,2017-01-06
NUR-997252,Susan,Smith,1991-02-11,F,7075792259,ER,DEP-001,2025-08-01
NUR-997761,Nicole,Turner,1994-01-19,F,265-492-1412x1361,Med-Surgical,DEP-001,2006-10-30
NUR-998893,Brittany,Matthews,1991-09-25,F,627-161-2424x0704,CRNA,DEP-001,2019-08-05
NUR-999044,Deborah,Lane,1993-08-08,F,+1-363-191-0213x371,ER,DEP-001,2004-09-23
NUR-999332,Elaine,Crawford,1991-03-28,F,752-523-5621,Nurse Administrator,DEP-008,2003-04-05
NUR-999574,Cheryl,Herrera,1981-04-07,F,001-082-858-9312,LPN,DEP-018,2011-12-31
